id,mac,qr_code,name,ip,token,status,resolution,fps,speaker_onoff,operate_time,remark,modify_time
1,,,,,EE76AEDA5E7BA8087C2FA4099FD3F840,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
2,,,,,E7DFFEB407C6D03ECADA49B9E2F70480,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
3,,,,,9F9FF41D3771B2E1737BDF70D77A6BDD,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
4,,,,,E7822FB0C55E32026DA9D88B35F7C067,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
5,,,,,200723BCEA3A4F4DDE938FBCA4305E1A,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
6,,,,,FA6AAD99945AD572032F5628D9318387,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
7,,,,,0D3F30FC1ACF18C3D56CC4D5EC8393A7,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
8,,,,,A3E9241F3C59BC6C87BE28B2A940DDCE,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
9,,,,,8E820197B3ED7F3E95090CAAC8DBB732,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
10,,,,,272C310BD6E95623936615C3445ED942,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
11,,,,,594DA6BA1A7214A5CA4145038D1D32D0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
12,,,,,F00450C2653AB7EE1A279AFC4CCDD187,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
13,,,,,35417E4AE1508A9A13B425868AE3F57F,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
14,,,,,F0293056F5F2AB3D2C13983294A480DC,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
15,,,,,FC88EDC6D0C64B14DF005A68F1F8CA95,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
16,,,,,AC874476F67488E93C336D77E0A4A979,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
17,,,,,31D3E3BFB920196D548AFE0DA1125327,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
18,,,,,F917EA3C94F0972036F02D9658CED663,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
19,,,,,23717F59424B8AB2729C9B5EBB39B119,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
20,,,,,D6A24915ABBF63009310396F7F0550D9,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
21,,,,,99367788ABF25A9CAC7F1D64F0684F33,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
22,,,,,6196FE6F4833EC9159D2939DFB1AB05E,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
23,,,,,39A982BEEA27EDBA268D4AA9E01D90C6,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
24,,,,,5120F2F9B62E8BED8C177C1391C49DE3,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
25,,,,,D680B267311937F61619CCF3E0F93C7E,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
26,,,,,E8608A329BC117E87AED901CEF64E28D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
27,,,,,4989133390FB1E38930AA11D97FAB0ED,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
28,,,,,B911F56B996CFD1174C354EB52665F50,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
29,,,,,C2E049E03E0D912C79A8F15542F6DBD1,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
30,,,,,A4F2B3E7E9E1914E35E888A307EB61F0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
31,,,,,EC482319CDA5B3A226D23AF549178DB0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
32,,,,,2079E4F7DAE8B4462B48C829A15157DD,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
33,,,,,AA67D4F8967AD76889E6B1AE0236513C,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
34,,,,,2D453DB9CB031602584D48865990E7EF,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
35,,,,,CA7971B14F9FFAC74424AA56D02E06DF,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
36,,,,,061BEB2C697E54FE06904B5B3908AA9B,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
37,,,,,AE0EBAD415B026B306A2545FBA016F6A,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
38,,,,,ABB2F47FC9512347BCED6B67EB48DC0F,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
39,,,,,8A945D8B32C050D856988A0BE4F0B621,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
40,,,,,FC1E30D341FF650B04C60FD11E0698BF,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
41,,,,,EC63D2310405486622A699A2F1C1FE64,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
42,,,,,2932A8BBFEAF877522BD02410496BFE8,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
43,,,,,7E6FC580844C9B956C0D8A53F7D0D3E4,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
44,,,,,9D952D19A5469B090F4302AED10AF1C9,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
45,,,,,A4B5A24B26206E11D433E6CAB4ABE0F5,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
46,,,,,A36CF57FFE9B9E0845B49A3DF3780A85,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
47,,,,,CBDCC29BE65C0D200E605D34703ACCF1,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
48,,,,,1A3F15E819D15E35799F2E6560EEE9E8,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
49,,,,,582A7E453BF5ECC2957D094A7E294B3C,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
50,,,,,D0638E48EDB54302FCF77313F16C410C,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
51,,,,,5F1B4D6F88973D4EB262ED3518DC2478,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
52,,,,,632C8F01ECA2DF37FD0B7EF20D39CBF4,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
53,,,,,581D3116D4776DB5B7EB1E35A3CAB81D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
54,,,,,87CAD3F7FE7B8FE0DF414016A2E0EB92,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
55,,,,,846048F5A93EFF32FBF3B481F975C327,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
56,,,,,3B17B1FAC267DF3A527688393B15B69E,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
57,,,,,3B55623F2770F35069CC539843562806,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
58,,,,,72262DD23C9775CE281F270322A803C4,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
59,,,,,78C04198A67E92CEAF3E656FD45A9929,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
60,,,,,C3F6D418D5A979602B2154F928B8AF90,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
61,,,,,70DC880C1A094036DE1313AF8FA83345,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
62,,,,,B17D7D8B9DE76980E60A3EA7BB4F712B,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
63,,,,,D54034CC10C56EA0F55F5716FE81BFA3,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
64,,,,,DB16595F17262A6C7103D059B712F2E6,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
65,,,,,572182150DE27B78D35787366860B851,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
66,,,,,E2C87EA71E4CC3209803D9C473DAE768,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
67,,,,,7D6079B3664CF008CBF039AFCC1153C5,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
68,,,,,7B4A6B8C48FE9F5D30FA22E384EC711D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
69,,,,,0E65ED8B7C86B01A0872AFDBCA988375,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
70,,,,,8BC11392DB061C34569EC3495C52EFF0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
71,,,,,A10EC5B34ADF4796EBCF5F73016B65D4,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
72,,,,,94A08D7801E0835CF2A9E5707073853D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
73,,,,,8746704A4A9542C5630F12ACA7D9F8AD,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
74,,,,,62582A5A35F58A3D29FF6BFE9CC9E49D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
75,,,,,5B86C6DBA24567586A3B72E571FAF859,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
76,,,,,504101EC5C207A56678F0D1D8C38E648,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
77,,,,,A68B3BA5BA720B78CF13FD8F30785030,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
78,,,,,704E95BD3FF647E9B8929F3A3CFD292D,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
79,,,,,7F7AF13940A8D404C8687565CB94C602,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
80,,,,,E308EFFF0ABCF6EDCDDE9043E5A3FA9F,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
81,,,,,699D95C8C959505C95C4D88C6778B270,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
82,,,,,9EDD7186CCECA49A48A9D9D005B99719,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
83,,,,,5513213F341124DBD65A4DE810702BBD,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
84,,,,,D8431117E28A069570FB7D3A8187DEF3,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
85,,,,,870635724B1E2C338F4EF24353468039,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
86,,,,,E8638234F0D6673C86C579BCB406AA87,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
87,,,,,5D79DF31E4553BB8332C1C0672998B08,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
88,,,,,DD185D20B3D2CFC9ABB41D82471A7D94,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
89,,,,,8212EE4616C7CF69C594C23D1FC7B2AB,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
90,,,,,5119D5311EB8661DD0016B6166CBF5FE,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
91,,,,,0B352EB2A972EAF8BDB7381CA3BB0917,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
92,,,,,FDADF9633DAC88C7B92355F555E9908C,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
93,,,,,E691DE59C205BE1D9D898AA6E496ADA0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
94,,,,,39EED3427B30102E9663409AE9C71F15,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
95,,,,,5C7D0D31F660F0F0C13304E41884A242,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
96,,,,,9D25DF921F1B92B943CF43AC176F8CD1,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
97,,,,,2A6BEF61038F9FD337B8DBC701ED4206,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
98,,,,,533F60E810927A23A68A28D187C32E52,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
99,,,,,1E38BCE0551593E2EA1A390671816705,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
100,,,,,2AA17ACBE03F5EBCBF8C2A081B324253,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
101,,,,,EC868D8E4AEB84F285F1214F96DAB8AD,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
102,,,,,BEB7541429830AB912BE6930A48F594E,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
103,,,,,568BD137E725ED7A7F3F1A4A953FAD27,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
104,,,,,223850D1C7BAE11179694D845AFDE811,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
105,,,,,B3611409C9B56A9429FFF6C6D836BB01,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
106,,,,,7E31E068920FC52ED1FC4087CA6C2AE2,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
107,,,,,3066FC9FB8F59F60BB720166AE015736,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
108,,,,,9AADAF51B9EB0692298A5BEE30C7CAE0,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
109,,,,,921519239404696F5D450FF75F42BE1F,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
110,,,,,F99C208359070693D07BC3ABDC704BF5,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
111,,,,,9B4D023E90534AF509908C3831900B19,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
112,,,,,3FA2FFBB689971A9504D6D1523271FFE,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
113,,,,,A6011EDB68B16A407AA96E11E28AE4B5,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
114,,,,,CBE5CCA5C58F237C33B84352FC3D0035,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
115,,,,,E5E57763713A165B8B5E58204789B19A,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
116,,,,,072CF596D424B285C8F96D9E7656B3E9,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
117,,,,,2DFC3BF1DFBABECB43C68A6D6567F4D1,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
118,,,,,81619ED60694FF7F3224F91780A4DBB4,1,0,0,0,2015/12/23 7:37,,2018/3/20 2:59
